acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,chill,upbeat,feels,acoustic
0.885,0.769,0.511,0.000186,0.106,-6.673,0.0609,0.507,123.954,0,0,1,0
0.157,0.709,0.362,0,0.109,-9.814,0.055,0.113,122.043,0,0,1,0
0.0141,0.315,0.573,1.67e-05,0.32,-7.292,0.0444,0.0695,116.98,0,0,1,0
0.142,0.459,0.545,0,0.105,-4.874,0.0282,0.194,137.941,0,0,1,0
0.803,0.72,0.316,0.00016,0.154,-12.532,0.0414,0.442,98.925,0,0,1,0
0.654,0.43,0.587,8.83e-05,0.158,-8.003,0.0348,0.332,156.006,0,0,1,0
0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,0.198,82.642,0,0,1,0
0.658,0.525,0.439,0,0.0636,-6.596,0.0259,0.238,84.956,0,0,1,0
0.0843,0.512,0.559,0,0.0696,-5.498,0.0253,0.193,85.017,0,0,1,0
0.027,0.489,0.738,0,0.079,-6.491,0.0281,0.655,86.203,0,0,1,0
0.112,0.299,0.369,0.000763,0.0892,-8.665,0.0317,0.232,138.885,0,0,1,0
0.482,0.506,0.481,0,0.2,-6.098,0.0264,0.224,148.626,0,0,1,0
0.219,0.46,0.498,0.00329,0.099,-6.312,0.0282,0.154,76.902,0,0,1,0
0.737,0.479,0.541,0,0.108,-9.862,0.0545,0.321,85.994,0,0,1,0
0.0689,0.556,0.538,0,0.196,-5.408,0.0382,0.291,143.95,0,0,1,0
0.645,0.437,0.301,0,0.117,-8.519,0.0384,0.203,126.016,0,0,1,0
0.208,0.749,0.463,0.0371,0.337,-8.433,0.0828,0.19,90.028,0,0,1,0
0.0275,0.684,0.603,0.000311,0.191,-8.127,0.0989,0.504,81.0,0,0,1,0
0.611,0.694,0.314,2.07e-06,0.117,-7.82,0.116,0.341,119.905,0,0,1,0
0.756,0.618,0.292,0,0.114,-10.826,0.0422,0.486,144.963,0,0,1,0
0.649,0.412,0.254,0.00124,0.0841,-17.448,0.0964,0.332,168.068,0,0,1,0
0.5,0.41,0.462,0,0.0975,-7.534,0.0515,0.354,139.861,0,0,1,0
0.792,0.476,0.255,0,0.114,-8.522,0.0338,0.12,145.67,0,0,1,0
0.203,0.41,0.726,0,0.107,-3.845,0.15,0.552,77.226,0,0,1,0
0.0972,0.699,0.601,1.17e-05,0.562,-6.48,0.0304,0.434,98.04,0,0,1,0
0.847,0.538,0.162,0,0.114,-13.31,0.0299,0.366,94.981,0,0,1,0
0.0423,0.828,0.581,0.000903,0.109,-2.659,0.0429,0.145,133.999,0,0,1,0
0.576,0.655,0.178,5.36e-05,0.097,-12.522,0.0635,0.127,75.003,0,0,1,0
0.798,0.553,0.274,7.13e-06,0.103,-12.564,0.0379,0.208,86.672,0,0,1,0
0.787,0.313,0.429,0,0.0863,-7.415,0.0343,0.416,77.27,0,0,1,0
0.61,0.342,0.436,0,0.0975,-5.932,0.03,0.237,140.228,0,0,1,0
0.0509,0.662,0.612,0,0.0948,-4.993,0.0311,0.177,113.95,0,0,1,0
0.161,0.55,0.415,0,0.108,-6.557,0.052,0.274,172.065,0,0,1,0
0.126,0.627,0.592,0,0.111,-5.977,0.314,0.462,167.882,0,0,1,0
0.341,0.493,0.636,0,0.201,-5.894,0.049,0.228,120.136,0,0,1,0
0.682,0.405,0.404,0,0.0962,-8.954,0.208,0.267,178.529,0,0,1,0
0.841,0.397,0.172,6.78e-05,0.108,-15.698,0.0445,0.123,101.275,0,0,1,0
0.344,0.538,0.449,0,0.157,-8.078,0.0463,0.27,132.639,0,0,1,0
0.694,0.585,0.303,0,0.115,-10.058,0.0398,0.142,136.703,0,0,1,0
0.948,0.426,0.224,0,0.112,-8.683,0.0391,0.399,85.728,0,0,1,0
0.74,0.654,0.325,2.14e-05,0.152,-11.925,0.282,0.39,139.886,0,0,1,0
0.965,0.71,0.0565,0,0.0889,-15.099,0.0534,0.348,123.994,0,0,1,0
0.795,0.542,0.316,0,0.096,-6.189,0.0374,0.58,140.869,0,0,1,0
0.613,0.481,0.179,2.84e-05,0.145,-21.424,0.109,0.405,74.85,0,0,1,0
0.135,0.512,0.754,0,0.0881,-6.031,0.0549,0.336,147.89,0,0,1,0
0.914,0.589,0.242,0,0.0887,-10.517,0.0442,0.257,89.749,0,0,1,0
0.731,0.874,0.558,0.000638,0.106,-9.814,0.225,0.451,118.021,0,0,1,0
0.696,0.61,0.458,0.000103,0.0852,-11.336,0.36,0.246,192.099,0,0,1,0
0.889,0.455,0.292,0,0.106,-6.792,0.0563,0.43,84.339,0,0,1,0
0.144,0.63,0.696,0,0.0835,-4.501,0.0242,0.491,94.034,0,0,1,0
0.626,0.738,0.491,0,0.126,-9.726,0.413,0.448,94.378,0,0,1,0
0.918,0.481,0.203,0,0.108,-9.367,0.0368,0.293,105.201,0,0,1,0
0.603,0.697,0.474,0,0.11,-6.663,0.0351,0.249,127.904,0,0,1,0
0.0607,0.547,0.294,0.786,0.0933,-10.202,0.0482,0.11,105.027,0,0,1,0
0.904,0.478,0.213,0,0.129,-7.733,0.0333,0.264,73.662,0,0,1,0
0.606,0.599,0.527,0,0.104,-6.938,0.0465,0.329,93.09,0,0,1,0
0.864,0.623,0.236,0,0.148,-12.303,0.0368,0.349,109.708,0,0,1,0
0.201,0.738,0.379,1.1e-05,0.0806,-11.644,0.084,0.598,122.042,0,0,1,0
0.0874,0.537,0.528,0,0.0855,-7.666,0.208,0.124,96.931,0,0,1,0
0.286,0.515,0.714,0,0.118,-4.516,0.0348,0.495,155.954,0,0,1,0
0.286,0.624,0.424,0,0.173,-8.237,0.24,0.584,76.671,0,0,1,0
0.855,0.461,0.29,0,0.103,-7.999,0.0349,0.412,144.739,0,0,1,0
0.563,0.462,0.438,0,0.181,-8.227,0.0953,0.342,107.364,0,0,1,0
0.222,0.765,0.356,0,0.0963,-5.556,0.196,0.19,97.001,0,0,1,0
0.11,0.463,0.755,4.89e-06,0.103,-7.244,0.0634,0.252,145.319,0,0,1,0
0.912,0.447,0.257,0,0.117,-9.172,0.0394,0.32,136.87,0,0,1,0
0.091,0.564,0.809,0.00015,0.497,-5.502,0.042,0.542,90.122,0,0,1,0
0.887,0.567,0.224,0,0.109,-10.024,0.0299,0.2,124.44,0,0,1,0
0.666,0.692,0.57,0,0.107,-8.077,0.185,0.309,91.917,0,0,1,0
0.00959,0.658,0.591,5.27e-06,0.325,-5.197,0.0309,0.326,114.078,0,0,1,0
0.822,0.498,0.492,0,0.0902,-10.976,0.0889,0.598,137.958,0,0,1,0
0.0382,0.274,0.808,0,0.198,-2.678,0.0346,0.131,161.104,0,0,1,0
0.0945,0.601,0.724,1.68e-06,0.12,-4.856,0.0486,0.508,102.061,0,0,1,0
0.0555,0.566,0.465,0,0.567,-11.714,0.235,0.177,143.015,0,0,1,0
0.565,0.703,0.573,3.13e-06,0.0987,-9.032,0.0724,0.491,147.038,0,0,1,0
0.951,0.406,0.0307,0,0.0984,-17.636,0.04,0.245,136.716,0,0,1,0
0.121,0.53,0.802,0,0.118,-6.494,0.0362,0.566,148.054,0,0,1,0
0.111,0.582,0.525,0,0.134,-7.163,0.0627,0.51,133.249,0,0,1,0
0.808,0.524,0.364,0,0.1,-10.209,0.0367,0.436,75.24,0,0,1,0
0.473,0.553,0.507,0,0.108,-6.24,0.0304,0.57,83.093,0,0,1,0
0.553,0.7,0.454,0.0022,0.121,-10.39,0.0388,0.34,80.011,0,0,1,0
0.0991,0.716,0.729,0,0.0842,-6.313,0.117,0.276,131.975,0,0,1,0
0.0379,0.55,0.736,0,0.139,-4.259,0.0302,0.295,92.026,0,0,1,0
0.718,0.396,0.177,0,0.139,-10.277,0.0378,0.221,177.215,0,0,1,0
0.629,0.692,0.333,0,0.176,-7.858,0.029,0.316,110.108,0,0,1,0
0.695,0.543,0.394,0.000239,0.108,-9.637,0.0864,0.118,137.811,0,0,1,0
0.108,0.53,0.433,0,0.135,-10.598,0.185,0.274,160.14,0,0,1,0
0.928,0.388,0.372,0,0.146,-5.72,0.0468,0.285,89.701,0,0,1,0
0.138,0.521,0.826,0,0.196,-2.888,0.0372,0.372,158.032,0,0,1,0
0.4,0.63,0.53,0,0.177,-7.259,0.0434,0.417,108.038,0,0,1,0
0.847,0.682,0.175,3.21e-05,0.101,-8.688,0.0313,0.223,112.661,0,0,1,0
0.873,0.435,0.155,0,0.107,-8.948,0.046,0.0935,128.532,0,0,1,0
0.395,0.3,0.452,0.000818,0.137,-9.298,0.0305,0.342,82.988,0,0,0,1
0.819,0.712,0.305,0,0.115,-8.299,0.04,0.586,125.015,0,0,0,1
0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,0.566,76.023,0,0,0,1
0.913,0.672,0.25,1.65e-05,0.125,-9.539,0.0336,0.136,81.979,0,0,0,1
0.963,0.607,0.198,0.00425,0.107,-14.271,0.038,0.381,76.702,0,0,0,1
0.772,0.594,0.161,0,0.108,-11.815,0.036,0.209,116.808,0,0,0,1
0.855,0.655,0.264,0,0.124,-10.831,0.0295,0.379,115.976,0,0,0,1
0.786,0.338,0.527,0.156,0.109,-9.695,0.0299,0.23,142.13,0,0,0,1
0.817,0.767,0.26,0,0.125,-9.315,0.0365,0.718,100.054,0,0,0,1
0.929,0.353,0.239,0.589,0.0681,-16.256,0.036,0.299,106.79,0,0,0,1
0.902,0.602,0.359,0.0263,0.0946,-7.893,0.0244,0.44,90.458,0,0,0,1
0.818,0.546,0.311,1.65e-05,0.107,-10.396,0.0288,0.246,147.464,0,0,0,1
0.841,0.381,0.325,1.2e-06,0.107,-8.757,0.0358,0.414,203.822,0,0,0,1
0.6,0.551,0.373,0,0.141,-8.374,0.0253,0.347,139.852,0,0,0,1
0.846,0.408,0.24,0.00254,0.104,-13.522,0.0307,0.434,147.585,0,0,0,1
0.804,0.603,0.434,0.0263,0.111,-11.368,0.0544,0.443,156.017,0,0,0,1
0.229,0.58,0.687,0,0.109,-5.4,0.106,0.187,76.014,0,0,0,1
0.911,0.398,0.112,0.0718,0.107,-16.226,0.0332,0.199,101.268,0,0,0,1
0.73,0.559,0.375,0,0.0926,-7.01,0.0286,0.287,144.913,0,0,0,1
0.914,0.481,0.141,8.6e-05,0.111,-15.477,0.0341,0.307,149.609,0,0,0,1
0.869,0.558,0.232,7.11e-06,0.124,-11.92,0.0292,0.187,129.505,0,0,0,1
0.921,0.567,0.224,0,0.102,-10.558,0.0288,0.292,143.982,0,0,0,1
0.748,0.541,0.453,0,0.2,-6.459,0.0266,0.377,141.757,0,0,0,1
0.922,0.451,0.269,0,0.0935,-8.571,0.0329,0.288,86.735,0,0,0,1
0.89,0.381,0.163,0.000613,0.113,-13.972,0.0467,0.267,80.049,0,0,0,1
0.657,0.541,0.574,0,0.0962,-6.981,0.0362,0.533,179.913,0,0,0,1
0.89,0.595,0.18,0,0.113,-11.391,0.0298,0.261,79.922,0,0,0,1
0.901,0.475,0.155,0,0.118,-9.559,0.0388,0.626,177.648,0,0,0,1
0.765,0.505,0.252,0,0.0829,-10.169,0.0321,0.393,80.83,0,0,0,1
0.749,0.67,0.609,6.74e-05,0.227,-10.088,0.0333,0.573,127.463,0,0,0,1
0.805,0.457,0.407,0.884,0.126,-11.475,0.0308,0.126,117.053,0,0,0,1
0.505,0.48,0.418,0.00416,0.11,-9.622,0.0312,0.319,132.404,0,0,0,1
0.901,0.579,0.171,0.000308,0.111,-14.495,0.0303,0.389,136.311,0,0,0,1
0.976,0.522,0.202,1.85e-05,0.157,-9.673,0.0476,0.181,128.271,0,0,0,1
0.394,0.538,0.507,0,0.0946,-6.059,0.0342,0.705,88.683,0,0,0,1
0.746,0.5,0.292,0,0.188,-8.554,0.0323,0.37,145.879,0,0,0,1
0.935,0.412,0.285,0,0.11,-9.918,0.0444,0.377,151.739,0,0,0,1
0.886,0.574,0.242,3.96e-05,0.095,-8.861,0.0384,0.243,138.328,0,0,0,1
0.931,0.452,0.198,2.24e-06,0.1,-9.374,0.0335,0.217,119.499,0,0,0,1
0.293,0.499,0.395,0.00835,0.0963,-8.615,0.0272,0.349,78.266,0,0,0,1
0.827,0.392,0.337,2.03e-05,0.114,-9.68,0.0329,0.19,80.364,0,0,0,1
0.822,0.442,0.36,0,0.0922,-8.056,0.0326,0.32,88.903,0,0,0,1
0.309,0.555,0.418,0.00119,0.237,-12.7,0.0455,0.328,159.764,0,0,0,1
0.814,0.503,0.435,0.0141,0.0998,-8.761,0.036,0.341,148.905,0,0,0,1
0.721,0.693,0.629,0.00011,0.254,-6.06,0.412,0.747,87.593,0,0,0,1
0.88,0.784,0.365,0,0.293,-9.154,0.0606,0.397,112.082,0,0,0,1
0.943,0.676,0.198,0.0132,0.104,-13.91,0.0333,0.125,118.004,0,0,0,1
0.955,0.568,0.213,0,0.113,-11.882,0.0379,0.302,72.932,0,0,0,1
0.242,0.488,0.551,0.000582,0.219,-9.399,0.0298,0.443,87.846,0,0,0,1
0.929,0.71,0.145,0,0.11,-12.424,0.0513,0.513,71.06,0,0,0,1
0.142,0.336,0.647,0.00616,0.826,-7.718,0.039,0.207,94.948,0,0,0,1
0.926,0.397,0.249,0,0.115,-10.484,0.0394,0.329,79.614,0,0,0,1
0.911,0.416,0.192,1.5e-05,0.107,-12.525,0.034,0.222,102.49,0,0,0,1
0.788,0.627,0.246,0,0.118,-11.41,0.0342,0.52,141.303,0,0,0,1
0.943,0.584,0.0989,0,0.111,-13.526,0.0356,0.304,136.17,0,0,0,1
0.902,0.61,0.245,0,0.0944,-7.01,0.0275,0.212,100.02,0,0,0,1
0.91,0.437,0.24,0,0.11,-11.551,0.0349,0.364,149.02,0,0,0,1
0.979,0.676,0.0812,0.416,0.118,-22.846,0.0398,0.314,125.053,0,0,0,1
0.796,0.348,0.111,0.0021,0.14,-17.049,0.0313,0.26,174.136,0,0,0,1
0.879,0.352,0.404,0,0.0634,-6.02,0.0298,0.502,159.705,0,0,0,1
0.988,0.464,0.147,0.00309,0.111,-15.002,0.0369,0.117,144.372,0,0,0,1
0.944,0.577,0.406,0.0126,0.117,-10.535,0.0326,0.157,119.0,0,0,0,1
0.921,0.513,0.0862,0,0.109,-14.432,0.0463,0.302,140.453,0,0,0,1
0.88,0.54,0.222,0.000587,0.346,-12.846,0.0321,0.28,128.871,0,0,0,1
0.825,0.332,0.282,0,0.104,-7.257,0.044,0.234,187.057,0,0,0,1
0.915,0.456,0.113,0.0011,0.0959,-15.763,0.0334,0.327,108.536,0,0,0,1
0.811,0.603,0.575,0.00183,0.12,-10.325,0.0285,0.673,95.116,0,0,0,1
0.724,0.568,0.558,0.000331,0.116,-8.553,0.0278,0.287,104.991,0,0,0,1
0.896,0.449,0.209,0,0.156,-14.494,0.0896,0.431,93.618,0,0,0,1
0.765,0.441,0.283,0.0348,0.076,-9.092,0.0304,0.225,79.664,0,0,0,1
0.931,0.477,0.252,0,0.119,-11.195,0.0589,0.46,131.595,0,0,0,1
0.705,0.325,0.253,0,0.143,-13.858,0.039,0.14,83.848,0,0,0,1
0.971,0.447,0.162,4.16e-06,0.083,-13.034,0.0343,0.407,96.569,0,0,0,1
0.877,0.658,0.125,0,0.287,-15.901,0.0323,0.507,106.686,0,0,0,1
0.932,0.514,0.0533,1.16e-05,0.113,-16.276,0.045,0.176,113.861,0,0,0,1
0.811,0.329,0.236,0.000469,0.115,-10.827,0.0345,0.346,177.139,0,0,0,1
0.922,0.675,0.0841,9.4e-06,0.11,-17.387,0.0363,0.212,114.064,0,0,0,1
0.753,0.601,0.538,0,0.0991,-5.993,0.0297,0.379,149.963,0,0,0,1
0.861,0.618,0.199,0.0626,0.144,-16.692,0.0306,0.621,90.982,0,0,0,1
0.742,0.627,0.307,0,0.106,-6.994,0.0313,0.471,104.669,0,0,0,1
0.811,0.412,0.241,0.392,0.114,-13.477,0.0295,0.374,100.979,0,0,0,1
0.845,0.471,0.273,0,0.12,-10.072,0.0324,0.188,138.683,0,0,0,1
0.832,0.592,0.426,0.0908,0.115,-15.107,0.0305,0.285,107.747,0,0,0,1
0.813,0.473,0.231,0,0.134,-11.466,0.0318,0.372,182.588,0,0,0,1
0.929,0.579,0.415,0.0018,0.671,-11.599,0.0397,0.42,102.713,0,0,0,1
0.827,0.546,0.32,0,0.321,-6.903,0.0321,0.53,88.216,0,0,0,1
0.799,0.35,0.353,0,0.155,-11.372,0.0354,0.326,83.079,0,0,0,1
0.87,0.628,0.192,0,0.11,-8.99,0.0289,0.255,106.834,0,0,0,1
0.712,0.379,0.325,0,0.0997,-5.862,0.0331,0.433,89.798,0,0,0,1
0.62,0.528,0.238,0,0.12,-9.613,0.0847,0.736,152.702,0,0,0,1
0.924,0.612,0.317,0.000463,0.104,-9.763,0.0318,0.494,78.197,0,0,0,1
0.856,0.664,0.177,0,0.136,-13.54,0.0335,0.29,105.008,0,0,0,1
0.714,0.581,0.378,0.000214,0.0916,-11.631,0.0269,0.268,76.028,0,0,0,1
0.873,0.637,0.263,0,0.164,-9.094,0.0399,0.487,97.423,0,0,0,1
0.979,0.434,0.0406,1.54e-05,0.113,-16.836,0.036,0.229,76.204,0,0,0,1
0.729,0.492,0.841,0.00027,0.101,-9.181,0.0904,0.313,177.869,0,0,0,1
0.908,0.563,0.204,0,0.139,-14.731,0.0332,0.437,102.883,0,0,0,1
0.919,0.474,0.248,0,0.0949,-10.582,0.0326,0.352,95.279,0,0,0,1
0.0425,0.493,0.4,1.47e-06,0.133,-8.117,0.0261,0.15,91.004,0,0,0,1
0.588,0.726,0.35,0,0.105,-11.075,0.113,0.652,75.098,0,0,0,1
0.108,0.625,0.432,0.00304,0.0995,-12.19,0.0313,0.538,98.002,0,0,0,1
0.917,0.621,0.213,0,0.0927,-13.484,0.0299,0.231,107.636,0,0,0,1
0.383,0.553,0.349,0.00108,0.112,-11.186,0.0329,0.378,91.037,0,0,0,1
0.639,0.353,0.263,3e-05,0.0907,-10.138,0.0407,0.24,84.581,0,0,0,1
0.962,0.424,0.437,0.336,0.664,-8.588,0.0355,0.131,174.127,0,0,0,1
0.89,0.623,0.276,0,0.146,-8.893,0.0287,0.308,99.623,0,0,0,1
0.633,0.625,0.432,0.00242,0.127,-11.948,0.0283,0.361,137.926,0,0,0,1
0.644,0.518,0.276,0.136,0.356,-15.953,0.038,0.108,75.263,0,0,0,1
0.931,0.36,0.0932,0.000747,0.0855,-19.422,0.0345,0.328,175.108,0,0,0,1
0.662,0.467,0.329,0.0445,0.096,-11.429,0.0295,0.362,108.777,0,0,0,1
0.726,0.488,0.341,6.77e-05,0.263,-8.582,0.0302,0.142,120.93,0,0,0,1
0.134,0.342,0.2,0.000153,0.341,-13.569,0.0324,0.0743,133.113,0,0,0,1
0.629,0.367,0.208,0.0584,0.106,-16.734,0.0363,0.663,172.358,0,0,0,1
0.829,0.422,0.272,8.22e-05,0.0825,-10.401,0.034,0.205,80.593,0,0,0,1
0.898,0.604,0.179,0.287,0.11,-15.847,0.0287,0.209,112.069,0,0,0,1
0.972,0.397,0.109,0.00313,0.108,-16.509,0.0398,0.221,75.511,0,0,0,1
0.939,0.414,0.12,6.75e-06,0.107,-10.898,0.0312,0.15,146.274,0,0,0,1
0.884,0.374,0.276,0.0123,0.122,-14.945,0.0353,0.412,80.169,0,0,0,1
0.841,0.592,0.296,0,0.0742,-9.331,0.0859,0.606,165.808,0,0,0,1
0.652,0.709,0.463,0,0.161,-9.231,0.028,0.405,109.948,0,0,0,1
0.539,0.375,0.261,0.0178,0.116,-11.312,0.0288,0.139,132.094,0,0,0,1
0.772,0.59,0.292,0.00424,0.162,-12.826,0.0325,0.34,143.986,0,0,0,1
0.726,0.59,0.337,0,0.161,-8.256,0.089,0.233,98.885,0,0,0,1
0.959,0.641,0.303,0.00252,0.0582,-12.443,0.0259,0.264,97.042,0,0,0,1
0.922,0.314,0.167,7.11e-05,0.109,-14.244,0.0325,0.272,81.501,0,0,0,1
0.721,0.641,0.415,0,0.154,-6.919,0.0249,0.465,92.971,0,0,0,1
0.451,0.375,0.546,0.000312,0.278,-8.16,0.0294,0.37,95.361,0,0,0,1
0.91,0.359,0.17,0.000238,0.11,-10.915,0.0308,0.178,137.062,0,0,0,1
0.945,0.443,0.255,3.4e-06,0.104,-8.742,0.0388,0.402,142.436,0,0,0,1
0.464,0.387,0.278,0.00527,0.102,-8.454,0.0318,0.0632,153.426,0,0,0,1
0.967,0.596,0.261,0.00454,0.112,-13.778,0.0335,0.62,125.329,0,0,0,1
0.743,0.738,0.423,7.96e-05,0.119,-8.192,0.0332,0.612,87.066,0,0,0,1
0.877,0.603,0.197,0.000892,0.103,-15.243,0.0295,0.375,98.995,0,0,0,1
0.581,0.491,0.333,0,0.0984,-10.004,0.029,0.2,107.969,0,0,0,1
0.908,0.606,0.196,0,0.348,-11.652,0.0553,0.391,100.873,0,0,0,1
0.871,0.485,0.279,0,0.102,-10.512,0.031,0.134,134.02,0,0,0,1
0.915,0.486,0.116,0.0519,0.129,-17.776,0.0315,0.461,94.397,0,0,0,1
0.658,0.468,0.197,0,0.109,-11.727,0.033,0.249,144.212,0,0,0,1
0.751,0.828,0.431,0,0.296,-7.901,0.0446,0.656,94.969,0,0,0,1
0.874,0.619,0.169,0,0.113,-10.63,0.0304,0.221,90.076,0,0,0,1
0.33,0.381,0.344,0,0.0973,-11.939,0.0311,0.208,109.289,0,0,0,1
0.876,0.527,0.283,0.000142,0.106,-11.962,0.0367,0.283,114.954,0,0,0,1
0.871,0.344,0.13,0.00979,0.111,-13.726,0.0533,0.0397,208.915,0,0,0,1
0.891,0.196,0.166,8.23e-06,0.112,-13.664,0.0331,0.158,78.472,0,0,0,1
0.89,0.401,0.119,0.0062,0.0715,-13.607,0.0372,0.317,84.664,0,0,0,1
0.976,0.55,0.0486,0,0.117,-19.179,0.0404,0.267,90.465,0,0,0,1
0.909,0.532,0.317,0.0277,0.11,-10.693,0.0309,0.28,140.671,0,0,0,1
0.879,0.497,0.348,0.796,0.722,-10.593,0.0285,0.227,82.176,0,0,0,1
0.826,0.39,0.406,0,0.0869,-5.784,0.0375,0.405,173.509,0,0,0,1
0.484,0.637,0.864,0,0.222,-4.381,0.0468,0.706,99.995,0,0,0,1
0.542,0.393,0.183,0.00564,0.113,-12.228,0.0329,0.258,135.477,0,0,0,1
0.047,0.595,0.723,0.0286,0.0995,-8.256,0.0349,0.272,108.043,0,0,0,1
0.447,0.643,0.44,0,0.129,-9.538,0.0241,0.391,100.084,0,0,0,1
0.827,0.737,0.297,0,0.0984,-7.177,0.0333,0.388,107.105,0,0,0,1
0.286,0.614,0.549,2.64e-06,0.142,-6.986,0.0516,0.258,77.926,0,0,0,1
0.844,0.627,0.153,0,0.108,-11.627,0.0326,0.365,135.922,0,0,0,1
0.764,0.756,0.281,0,0.111,-13.347,0.0327,0.194,101.957,0,0,0,1
0.912,0.396,0.198,0,0.0972,-9.096,0.031,0.19,138.624,0,0,0,1
0.224,0.477,0.712,8.36e-06,0.118,-6.759,0.0653,0.407,109.965,0,0,0,1
0.841,0.497,0.13,0,0.111,-15.571,0.0436,0.179,130.769,0,0,0,1
0.742,0.544,0.323,0,0.0924,-8.708,0.057,0.486,137.485,0,0,0,1
0.614,0.387,0.174,0,0.12,-14.765,0.0323,0.213,161.304,0,0,0,1
0.807,0.417,0.425,0.732,0.097,-10.99,0.032,0.506,88.272,0,0,0,1
0.846,0.619,0.299,4.99e-05,0.243,-7.744,0.0279,0.31,115.405,0,0,0,1
0.692,0.528,0.469,0,0.126,-6.484,0.0287,0.257,139.797,0,0,0,1
0.912,0.396,0.198,0,0.0972,-9.096,0.031,0.19,138.624,0,0,0,1
0.3,0.545,0.485,0.00137,0.119,-9.941,0.151,0.341,80.401,0,0,0,1
0.905,0.266,0.0596,7.07e-05,0.132,-18.515,0.0363,0.143,181.74,0,0,0,1
0.792,0.323,0.443,0,0.129,-9.004,0.0406,0.641,81.313,0,0,0,1
0.812,0.561,0.301,0,0.0966,-9.153,0.0301,0.157,104.27,0,0,0,1
0.804,0.518,0.299,0.000245,0.173,-10.953,0.0354,0.192,126.423,0,0,0,1
0.943,0.676,0.198,0.0132,0.104,-13.91,0.0333,0.125,118.004,0,0,0,1
0.616,0.584,0.285,0,0.101,-7.912,0.0315,0.517,81.856,0,0,0,1
0.925,0.443,0.0662,0.00986,0.0947,-17.907,0.0339,0.11,166.145,0,0,0,1
0.887,0.567,0.224,0,0.109,-10.024,0.0299,0.2,124.44,0,0,0,1
0.89,0.536,0.0403,0,0.127,-13.507,0.0462,0.521,175.734,0,0,0,1
0.614,0.49,0.49,0,0.111,-6.163,0.0371,0.386,200.188,0,0,0,1
0.933,0.553,0.391,0.00123,0.0993,-12.303,0.0315,0.242,105.989,0,0,0,1
0.934,0.511,0.145,2.64e-06,0.123,-9.827,0.0335,0.547,128.138,0,0,0,1
0.857,0.521,0.181,0,0.0938,-10.337,0.0405,0.343,84.056,0,0,0,1
0.645,0.329,0.326,4.79e-06,0.11,-8.657,0.0303,0.212,84.087,0,0,0,1
0.459,0.519,0.461,6.72e-06,0.0906,-5.719,0.0261,0.208,111.982,0,0,0,1
0.944,0.473,0.317,0.0124,0.11,-10.324,0.0318,0.132,139.899,0,0,0,1
0.884,0.708,0.302,0.0351,0.102,-13.582,0.0397,0.37,123.99,0,0,0,1
0.438,0.566,0.657,1.49e-05,0.0926,-6.146,0.0314,0.383,125.19,0,0,0,1
0.653,0.591,0.527,0.232,0.101,-9.378,0.0311,0.401,126.587,0,0,0,1
0.647,0.521,0.22,0.00814,0.179,-10.202,0.0314,0.135,104.03,0,0,0,1
0.791,0.706,0.349,0,0.108,-8.125,0.0302,0.624,94.058,0,0,0,1
0.945,0.413,0.272,0.0279,0.112,-11.568,0.0317,0.355,109.69,0,0,0,1
0.771,0.383,0.547,0.00216,0.0913,-9.899,0.0376,0.282,91.899,0,0,0,1
0.821,0.467,0.22,0.00613,0.11,-12.636,0.0327,0.332,119.188,0,0,0,1
0.66,0.29,0.261,0,0.155,-9.163,0.0277,0.0999,143.598,0,0,0,1
0.851,0.379,0.208,7.46e-05,0.0792,-12.333,0.0396,0.251,180.003,0,0,0,1
0.766,0.37,0.318,0,0.307,-6.524,0.0339,0.47,173.521,0,0,0,1
0.692,0.648,0.352,0.266,0.106,-10.11,0.0278,0.173,121.459,0,0,0,1
0.896,0.498,0.167,0.00428,0.136,-16.38,0.0282,0.352,85.35,0,0,0,1
0.646,0.714,0.243,0.212,0.11,-13.513,0.0478,0.504,125.834,0,0,0,1
0.872,0.326,0.221,0.0231,0.11,-13.303,0.0346,0.134,73.577,0,0,0,1
0.941,0.377,0.267,0.000155,0.0881,-13.29,0.0354,0.345,152.207,0,0,0,1
0.882,0.592,0.416,0.000586,0.112,-9.794,0.0246,0.417,96.002,0,0,0,1
0.988,0.542,0.155,0.0155,0.108,-12.924,0.0298,0.247,78.088,0,0,0,1
0.697,0.714,0.434,0,0.0919,-11.542,0.0396,0.352,123.942,0,0,0,1
0.974,0.552,0.15,0.731,0.0698,-16.746,0.0347,0.316,87.485,0,0,0,1
0.653,0.573,0.406,0.475,0.123,-11.946,0.0361,0.376,130.021,0,0,0,1
0.905,0.686,0.346,0.00254,0.108,-10.423,0.0233,0.239,102.001,0,0,0,1
0.87,0.602,0.319,0,0.111,-7.474,0.0346,0.287,129.751,0,0,0,1
0.913,0.331,0.245,0,0.134,-11.492,0.03,0.162,142.782,0,0,0,1
0.833,0.689,0.299,0,0.115,-9.431,0.0301,0.52,96.825,0,0,0,1
0.614,0.629,0.585,0.0725,0.129,-8.563,0.0269,0.523,102.984,0,0,0,1
0.662,0.41,0.44,0.0014,0.0663,-8.616,0.0307,0.304,98.097,0,0,0,1
0.127,0.607,0.589,0,0.182,-6.068,0.0274,0.399,114.946,0,0,0,1
